economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO01201,PRO0386,serves,PRO0413,[],Хозяйственный служитель монастыря оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01202,PRO0386,serves,PRO0395,[],Хозяйственный служитель монастыря оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01203,PRO0386,serves,PRO0396,[],"Хозяйственный служитель монастыря оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01204,PRO0386,serves,PRO0383,[],Хозяйственный служитель монастыря оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01205,PRO0260,supplies,PRO0387,"[""FOD0052""]",Торговец зерном и мукой снабжает сырьём роль «Пекарь монастырского хозяйства».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO01206,PRO0139,supplies,PRO0387,"[""MSC0046""]",Заготовитель дров снабжает сырьём роль «Пекарь монастырского хозяйства».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC008"",""SRC044""]"
ECO01207,PRO0387,sells_to,PRO0413,"[""FOD0001"",""FOD0002"",""FOD0053""]",Пекарь монастырского хозяйства передаёт продукт роли «Городской хозяин двора».,A,"[""SRC008"",""SRC044"",""SRC045"",""SRC102"",""SRC001"",""SRC012"",""SRC028"",""SRC067""]"
ECO01208,PRO0387,sells_to,PRO0386,"[""FOD0001"",""FOD0002"",""FOD0053""]",Пекарь монастырского хозяйства передаёт продукт роли «Хозяйственный служитель монастыря».,B,"[""SRC008"",""SRC044"",""SRC045"",""SRC102"",""SRC017"",""SRC018"",""SRC020"",""SRC021""]"
ECO01209,PRO0388,sells_to,PRO0413,"[""FOD0040"",""FOD0041"",""FOD0044"",""FOD0045""]",Огородник монастырского хозяйства передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102"",""SRC001"",""SRC008""]"
ECO01210,PRO0388,sells_to,PRO0386,"[""FOD0040"",""FOD0041"",""FOD0044"",""FOD0045""]",Огородник монастырского хозяйства передаёт продукт роли «Хозяйственный служитель монастыря».,B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102"",""SRC017"",""SRC018""]"
ECO01211,PRO0389,sells_to,PRO0093,"[""FOD0010""]",Рыбак монастырского хозяйства передаёт продукт роли «Рыбник / обработчик улова».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO01212,PRO0389,sells_to,PRO0413,"[""FOD0010"",""FOD0012"",""FOD0011""]",Рыбак монастырского хозяйства передаёт продукт роли «Городской хозяин двора».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC001"",""SRC008""]"
ECO01213,PRO0389,sells_to,PRO0101,"[""FOD0010"",""FOD0012"",""FOD0011""]",Рыбак монастырского хозяйства передаёт продукт роли «Повар монастырского хозяйства».,B,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO01214,PRO0138,supplies,PRO0390,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Строительный работник монастыря».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC003"",""SRC009""]"
ECO01215,PRO0390,sells_to,PRO0413,"[""ARC0020""]",Строительный работник монастыря передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO01216,PRO0390,sells_to,PRO0254,"[""ARC0020""]",Строительный работник монастыря передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO01217,PRO0390,sells_to,PRO0384,"[""ARC0020""]",Строительный работник монастыря передаёт продукт роли «Игумен».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO01218,PRO0390,sells_to,PRO0336,"[""ARC0020""]",Строительный работник монастыря передаёт продукт роли «Посадник».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO01219,PRO0391,serves,PRO0413,[],Сторож монастырского имущества оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01220,PRO0391,serves,PRO0395,[],Сторож монастырского имущества оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01221,PRO0391,serves,PRO0396,[],"Сторож монастырского имущества оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01222,PRO0391,serves,PRO0383,[],Сторож монастырского имущества оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01223,PRO0392,serves,PRO0413,[],Служитель архиепископского двора оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01224,PRO0392,serves,PRO0254,[],Служитель архиепископского двора оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01225,PRO0392,serves,PRO0463,[],Служитель архиепископского двора оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01226,PRO0392,serves,PRO0377,[],Служитель архиепископского двора оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01227,PRO0393,serves,PRO0413,[],Изготовитель и хранитель восковых свечей оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01228,PRO0393,serves,PRO0395,[],Изготовитель и хранитель восковых свечей оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01229,PRO0393,serves,PRO0396,[],"Изготовитель и хранитель восковых свечей оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01230,PRO0393,serves,PRO0383,[],Изготовитель и хранитель восковых свечей оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01231,PRO0081,supplies,PRO0394,"[""FOD0052""]",Мельник ручных жерновов снабжает сырьём роль «Изготовитель богослужебного хлеба».,B,"[""SRC044"",""SRC045"",""SRC046"",""SRC102"",""SRC008""]"
ECO01232,PRO0082,supplies,PRO0394,"[""FOD0052""]",Мельник водяной мельницы снабжает сырьём роль «Изготовитель богослужебного хлеба».,C,"[""SRC044"",""SRC045"",""SRC046"",""SRC102"",""SRC008""]"
ECO01233,PRO0260,supplies,PRO0394,"[""FOD0052""]",Торговец зерном и мукой снабжает сырьём роль «Изготовитель богослужебного хлеба».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO01234,PRO0139,supplies,PRO0394,"[""MSC0046""]",Заготовитель дров снабжает сырьём роль «Изготовитель богослужебного хлеба».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC008"",""SRC044""]"
ECO01235,PRO0394,sells_to,PRO0413,"[""FOD0001"",""FOD0002"",""FOD0053""]",Изготовитель богослужебного хлеба передаёт продукт роли «Городской хозяин двора».,A,"[""SRC008"",""SRC044"",""SRC045"",""SRC102"",""SRC001"",""SRC012"",""SRC028"",""SRC067""]"
ECO01236,PRO0394,sells_to,PRO0386,"[""FOD0001"",""FOD0002"",""FOD0053""]",Изготовитель богослужебного хлеба передаёт продукт роли «Хозяйственный служитель монастыря».,B,"[""SRC008"",""SRC044"",""SRC045"",""SRC102"",""SRC017"",""SRC018"",""SRC020"",""SRC021""]"
ECO01237,PRO0395,serves,PRO0413,[],Паломник оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01238,PRO0395,serves,PRO0396,[],"Паломник оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01239,PRO0395,serves,PRO0383,[],Паломник оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01240,PRO0396,serves,PRO0466,[],"Нищий, просящий милостыню у церкви оказывает услугу роли «Голодающий проситель пищи».",A,"[""SRC031"",""SRC101""]"
ECO01241,PRO0396,serves,PRO0473,[],"Нищий, просящий милостыню у церкви оказывает услугу роли «Ухаживающий за истощённым».",B,"[""SRC031"",""SRC101"",""SRC008"",""SRC040"",""SRC045"",""SRC046"",""SRC102""]"
ECO01242,PRO0396,serves,PRO0476,[],"Нищий, просящий милостыню у церкви оказывает услугу роли «Копатель скудельницы / массового погребения».",A,"[""SRC031"",""SRC101""]"
ECO01243,PRO0387,supplies,PRO0397,"[""FOD0001""]",Пекарь монастырского хозяйства снабжает сырьём роль «Раздающий пищу или милостыню при церкви».,B,"[""SRC008"",""SRC044"",""SRC045"",""SRC102"",""SRC017"",""SRC018"",""SRC020"",""SRC021""]"
ECO01244,PRO0397,serves,PRO0413,[],Раздающий пищу или милостыню при церкви оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01245,PRO0397,serves,PRO0395,[],Раздающий пищу или милостыню при церкви оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01246,PRO0397,serves,PRO0396,[],"Раздающий пищу или милостыню при церкви оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01247,PRO0397,serves,PRO0383,[],Раздающий пищу или милостыню при церкви оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01248,PRO0398,serves,PRO0413,[],Могильщик оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01249,PRO0398,serves,PRO0395,[],Могильщик оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01250,PRO0398,serves,PRO0396,[],"Могильщик оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01251,PRO0398,serves,PRO0383,[],Могильщик оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01252,PRO0399,serves,PRO0413,[],Работник при погребении и кладбище оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
